PLAYER_NAME;MIN;FGM;FGA;FG3M;FG3A;FTM;FTA;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;DD2;TD3;PACE;PIE;POSS
Alperen Sengun;775.8;182;382;9;37;98;127;85;180;265;133;56;30;26;35;66;138;471;17;3;2476.64;4.359;1605
Amen Thompson;674.85;111;201;9;30;65;93;56;118;174;51;43;28;24;13;59;64;296;5;0;2554.83;2.963;1419
Amir Coffey;576.11;86;177;40;93;33;39;15;47;62;31;17;14;1;7;34;28;245;0;0;2376.93;2.041;1182
Andre Drummond;380.04;59;114;1;6;29;51;56;101;157;10;33;26;8;15;47;42;148;3;0;1879.6200000000001;5.931;779
Andre Jackson Jr.;407.08;32;79;15;41;4;8;16;51;67;30;31;17;7;4;58;12;83;0;0;2384.23;0.514;852
Andrew Nembhard;272.44;34;78;7;23;14;16;2;24;26;48;17;12;0;4;21;16;89;0;0;1142.06;0.893;579
Andrew Wiggins;572.38;116;252;44;103;67;87;31;57;88;47;23;19;14;24;36;62;343;1;0;2070.04;2.19;1232
Anfernee Simons;635.63;122;304;50;155;52;58;6;48;54;93;51;17;2;24;40;45;346;0;0;2097.31;1.739;1311
Anthony Black;655.14;80;190;16;65;48;68;15;62;77;103;63;26;22;14;57;63;224;0;0;2678.55;1.889;1349
Anthony Davis;812.58;227;429;16;50;162;203;57;201;258;80;46;29;46;21;47;144;632;16;0;2268.01;4.227;1673
Anthony Edwards;836.48;211;466;103;241;82;101;14;110;124;93;72;32;14;17;46;81;607;1;0;2251.28;3.149;1707
Anthony Gill;130.86;15;28;4;9;10;18;5;17;22;6;4;5;1;3;9;14;44;0;0;4234.94;1.499;288
Antonio Reeves;134.08;25;63;8;31;6;7;4;12;16;6;4;5;0;5;7;5;64;0;0;1413.75;-0.08400000000000007;279
Ariel Hukporti;96.98;9;14;0;0;3;6;3;17;20;6;9;0;8;2;14;8;21;0;0;1137.49;0.576;211
Armel Traore;61.3;5;18;0;7;2;7;1;13;14;1;2;4;2;1;6;5;12;0;0;809.29;0.253;132
Ausar Thompson;76.4;12;29;3;9;3;7;6;9;15;14;8;2;3;4;11;9;30;0;0;544.24;0.42900000000000005;170
Austin Reaves;641.13;110;250;50;141;48;62;15;52;67;92;43;20;4;6;41;77;318;0;0;1891.81;1.658;1332
Ayo Dosunmu;747.76;122;243;32;99;41;50;16;78;94;114;33;17;12;22;58;42;317;1;1;2651.26;2.075;1646
Bam Adebayo;764.87;134;305;21;63;63;87;57;165;222;114;42;34;17;17;45;86;352;13;1;2139.59;2.795;1551
Baylor Scheierman;33.97;1;10;0;6;2;2;2;5;7;2;0;1;0;1;3;1;4;0;0;512.72;0.099;72
Ben Sheppard;271.6;28;66;19;47;0;0;5;24;29;17;5;5;4;5;33;7;75;0;0;1330.16;0.499;575
Ben Simmons;425.34;45;74;0;0;4;8;18;84;102;115;44;15;11;1;48;24;94;0;0;1762.82;1.9420000000000002;866
Bennedict Mathurin;818.26;147;312;39;100;111;131;31;127;158;43;53;17;8;24;62;87;444;5;0;2517.55;2.363;1721
Bilal Coulibaly;725.82;88;203;18;68;54;69;33;80;113;65;40;32;15;17;54;50;248;0;0;2197.26;1.488;1576
Blake Wesley;212.26;29;66;4;20;13;19;5;10;15;28;20;8;1;5;11;17;75;0;0;1939.46;0.06700000000000007;445
Bobby Portis;555.45;127;266;29;76;21;29;42;133;175;38;28;13;14;14;34;30;304;3;0;2273.57;2.913;1146
Bogdan Bogdanović;277.13;45;112;25;75;16;17;8;31;39;23;19;11;4;2;30;16;131;0;0;1166.01;0.71;619
Bol Bol;37.31;9;15;1;5;4;6;4;7;11;1;3;0;0;0;1;4;23;0;0;726.03;0.899;80
Bones Hyland;103.6;23;59;18;41;13;15;3;10;13;10;11;7;2;3;13;10;77;0;0;1012.33;1.149;213
Bradley Beal;501.6;102;207;31;86;32;40;10;53;63;49;34;17;11;7;44;37;267;0;0;1502.82;1.396;1051
Branden Carlson;17.78;1;7;0;5;2;2;3;5;8;2;0;1;1;0;1;1;4;0;0;519.86;1.49;36
Brandin Podziemski;572.05;70;184;21;85;21;28;24;86;110;79;29;19;7;10;40;43;182;0;0;2335.42;1.7389999999999999;1207
Brandon Boston;607.69;100;227;29;89;38;45;15;66;81;74;34;33;5;13;40;37;267;0;0;2202.83;2.145;1252
Brandon Clarke;444.38;82;134;1;16;12;19;38;79;117;24;10;20;10;7;48;22;177;0;0;2547.32;2.499;972
Brandon Ingram;595.03;155;333;43;115;47;55;17;83;100;93;69;16;11;21;45;66;400;0;0;1754.48;2.17;1209
Brandon Miller;687.62;153;376;80;219;55;61;21;83;104;69;55;23;15;17;56;56;441;2;0;1953.03;2.18;1400
Brandon Williams;21.3;2;9;0;2;2;3;1;3;4;2;2;0;0;2;2;2;6;0;0;560.6;-1.272;48
Brice Sensabaugh;282.65;49;106;28;67;12;13;11;26;37;17;25;10;1;5;16;8;138;0;0;1754.43;1.757;605
Bronny James;18.43;1;8;0;4;2;2;1;0;1;2;0;1;1;1;2;2;4;0;0;982.16;-0.34099999999999997;41
Brook Lopez;783.68;99;213;43;121;24;34;30;90;120;38;28;26;51;3;60;37;265;1;0;2392.92;1.684;1630
Bruno Fernando;140.61;25;47;0;0;6;8;21;29;50;18;14;3;9;6;26;10;56;0;0;1464.14;0.5760000000000001;293
Bryce McGowens;2.63;1;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;100.25;0.19;5
Buddy Hield;574.29;123;270;78;183;24;26;15;70;85;34;29;21;8;14;49;19;348;0;0;2450.9700000000003;2.853;1219
CJ McCollum;401.86;96;221;32;102;20;32;9;37;46;47;18;16;6;11;27;28;244;0;0;1231.6;1.103;857
Cade Cunningham;753.52;188;413;53;135;73;93;24;129;153;197;98;19;16;29;57;70;502;12;5;2093.7400000000002;3.02;1565
Caleb Houstan;93.28;7;24;5;20;2;2;2;7;9;1;1;0;2;1;6;2;21;0;0;1822.2;-4.181;199
Caleb Martin;581.98;60;148;15;51;39;58;27;65;92;45;36;19;9;6;33;47;174;1;0;1952.07;1.265;1187
Cam Christie;17.78;2;7;1;4;0;0;1;2;3;0;1;2;0;1;0;1;5;0;0;105.27;0.075;39
Cam Reddish;339.4;20;41;10;23;9;14;6;28;34;13;7;18;6;3;27;10;59;0;0;1730.24;0.551;719
Cam Spencer;45.94;5;10;2;5;4;4;1;5;6;7;2;1;1;0;5;3;16;0;0;315.69;0.182;101
Cam Thomas;567.73;137;297;49;126;97;112;6;49;55;57;48;12;1;23;34;84;420;0;0;1639.79;1.997;1136
Cam Whitmore;78.84;18;48;1;21;10;16;4;7;11;4;3;1;1;5;9;11;47;0;0;828.48;0.303;164
Cameron Johnson;754.73;144;295;76;175;68;75;18;80;98;66;23;20;11;17;44;57;432;0;0;2240.17;2.908;1530
Cameron Payne;332.11;56;128;32;76;9;11;6;29;35;59;10;12;7;1;41;13;153;0;0;1901.53;1.615;695
Caris LeVert;464.93;80;149;33;68;32;46;9;46;55;78;25;17;8;8;26;35;225;0;0;1962.07;2.143;998
Carlton Carrington;629.66;75;192;33;101;20;25;5;83;88;90;43;22;6;9;67;32;203;1;0;2306.05;1.368;1378
Cason Wallace;635.37;69;164;24;80;6;7;32;55;87;53;14;43;17;13;49;12;168;0;0;2428.5099999999998;1.633;1329
Charles Bassey;158.04;26;47;0;0;11;21;22;36;58;8;10;6;19;4;21;15;63;1;0;1669.34;4.2490000000000006;351
Chet Holmgren;264.76;56;111;14;37;38;49;16;71;87;20;23;8;26;6;18;32;164;4;0;1068.68;1.448;582
Chris Boucher;412.48;83;183;24;87;39;51;30;73;103;14;16;12;17;9;28;35;229;0;0;2285.7599999999998;2.424;850
Chris Duarte;49.62;9;18;5;12;6;8;4;10;14;4;1;0;0;1;5;6;29;0;0;1460.14;3.926;119
Chris Livingston;5.99;1;2;0;0;0;0;1;1;2;1;1;1;0;0;0;0;2;0;0;367.83000000000004;3.75;14
Chris Paul;693.35;83;194;44;125;35;35;14;83;97;205;43;34;5;2;45;30;245;9;0;2406.15;2.856;1453
Christian Braun;773.73;127;223;25;58;59;76;26;85;111;41;32;28;16;15;51;49;338;0;0;2257.08;1.9809999999999999;1654
Christian Koloko;137.83;14;22;0;2;2;2;13;18;31;4;5;4;4;3;17;7;30;0;0;1452.62;1.031;295
Clint Capela;592.69;118;202;0;0;29;52;97;149;246;35;19;16;24;24;52;53;265;6;0;2752.77;3.4170000000000003;1308
Coby White;750.84;139;328;76;205;62;71;8;78;86;109;54;25;5;13;56;60;416;0;0;2452.12;1.899;1664
Cody Martin;628.62;78;177;29;86;21;32;26;91;117;57;25;26;18;5;46;35;206;0;0;2406.12;2.355;1300
Cody Williams;298.86;18;67;7;37;6;10;8;29;37;19;11;7;5;4;20;8;49;0;0;1641.33;0.105;638
Colby Jones;77.91;8;19;4;7;0;0;4;10;14;4;6;4;4;3;7;3;20;0;0;1661.67;-0.871;164
Cole Anthony;264.86;43;114;16;50;23;32;8;39;47;44;28;10;3;4;33;32;125;0;0;2444.13;2.363;551
Cole Swider;13.08;0;5;0;5;0;0;0;2;2;1;0;0;0;0;1;0;0;0;0;195.45;-0.118;27
Colin Castleton;21.04;1;4;0;2;8;8;2;5;7;0;0;0;1;0;3;4;10;0;0;769.14;0.508;47
Collin Gillespie;3.44;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;104.5;0.211;7
Collin Sexton;641.4;133;277;41;95;79;88;17;41;58;74;55;15;3;25;51;76;386;0;0;2306.54;2.107;1339
Corey Kispert;524.96;76;184;35;112;20;24;7;58;65;28;21;12;3;11;32;22;207;0;0;1981.41;1.432;1139
Cory Joseph;45.95;5;15;5;12;0;0;3;6;9;9;2;2;2;1;3;1;15;0;0;1470.95;-4.7139999999999995;102
Craig Porter Jr.;151.14;18;31;5;11;3;5;1;13;14;22;9;5;6;4;7;4;44;0;0;1626.32;1.25;309
Cui Yongxi;10.32;1;7;0;3;1;2;0;2;2;0;0;0;0;1;0;1;3;0;0;536.62;-0.293;26
D'Angelo Russell;629.02;106;251;46;134;39;45;7;54;61;118;41;21;3;8;43;47;297;1;0;2323.77;2.128;1328
D.J. Carton;33.39;1;7;0;3;1;1;0;4;4;3;4;2;0;2;1;1;3;0;0;440.73;-0.126;78
DaQuan Jeffries;61.27;13;20;6;10;1;2;3;8;11;3;2;1;1;0;4;3;33;0;0;293.44;0.367;124
Daishen Nix;13.23;0;1;0;1;1;2;0;4;4;3;4;0;0;0;1;1;1;0;0;334.56;-0.043;31
Dalano Banton;378.34;81;187;30;78;35;52;7;44;51;58;38;21;13;15;24;42;227;0;0;2267.82;3.0460000000000003;796
Dalen Terry;336.6;37;74;10;27;22;28;16;19;35;23;21;15;7;5;35;21;106;0;0;2665.42;2.166;747
Dalton Knecht;582.89;99;211;50;128;17;22;15;70;85;28;13;13;1;11;37;19;265;0;0;2385.11;1.727;1210
Damian Lillard;762.65;166;366;71;191;138;150;12;81;93;159;64;20;4;18;39;110;541;6;0;2087.61;3.105;1581
Damion Lee;37.5;4;14;1;9;6;6;0;5;5;5;3;2;0;0;1;3;15;0;0;417.34;0.757;78
Daniel Gafford;500.48;127;172;0;0;46;68;65;89;154;30;22;13;30;11;60;60;300;2;0;2519.9;3.415;1095
Daniel Theis;242.49;24;56;4;18;8;10;12;46;58;21;11;5;11;2;26;18;60;0;0;1719.72;1.106;511
Daniss Jenkins;4.95;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;178.76;-0.45999999999999996;9
Dario Šarić;136.07;12;40;5;19;5;6;9;26;35;11;11;6;0;5;14;9;34;1;0;1038.44;-0.05600000000000001;281
Dariq Whitehead;26.14;6;11;6;10;0;0;0;3;3;1;3;2;1;1;1;0;18;0;0;351.83;0.04099999999999998;64
Darius Garland;728.1;178;365;69;163;67;71;12;46;58;155;54;23;6;15;61;65;492;3;0;2443.63;2.841;1547
David Duke Jr.;8.2;1;4;0;1;1;2;0;0;0;2;0;0;0;0;1;2;3;0;0;102.44;0.0;18
David Roddy;204.49;27;48;10;24;11;13;4;36;40;19;13;6;3;1;11;12;75;0;0;1469.3799999999999;1.013;446
Davion Mitchell;686.0;63;163;22;80;18;28;13;45;58;126;49;22;6;12;72;37;166;1;0;2525.25;1.092;1446
Day'Ron Sharpe;43.83;4;11;1;2;6;6;4;5;9;3;1;4;1;0;4;4;15;0;0;310.1;0.322;97
De'Aaron Fox;930.46;245;501;52;157;118;148;28;97;125;151;86;43;6;26;64;125;660;4;0;2521.17;3.399;1952
De'Andre Hunter;417.21;97;201;41;92;59;67;9;48;57;18;17;12;2;12;37;61;294;0;0;1607.69;1.693;934
De'Anthony Melton;120.98;22;54;13;35;5;8;6;14;20;17;10;7;2;1;18;7;62;1;0;634.4399999999999;0.363;265
DeAndre Jordan;97.86;12;21;0;0;2;8;11;22;33;8;10;2;2;2;11;10;26;0;0;1042.69;0.9989999999999999;215
DeMar DeRozan;712.72;166;331;12;43;106;125;10;69;79;82;34;29;11;14;36;88;450;0;0;1992.48;2.399;1482
Dean Wade;375.81;31;86;24;73;8;19;11;67;78;25;5;18;6;4;25;16;94;0;0;1758.75;1.177;812
Deandre Ayton;513.36;112;202;5;19;13;21;48;122;170;21;31;15;13;7;39;29;242;10;0;1702.42;2.007;1064
Dejounte Murray;259.79;43;128;12;47;29;34;3;48;51;52;26;18;4;7;21;22;127;2;0;831.55;0.761;560
Delon Wright;287.48;17;53;9;32;5;10;11;22;33;29;8;13;6;4;11;11;48;0;0;1823.5;0.729;601
Deni Avdija;637.8;92;222;32;92;67;85;30;110;140;74;48;24;19;17;51;70;283;2;0;2421.67;2.4170000000000003;1335
Dennis Schröder;745.73;141;315;55;143;72;81;4;61;65;144;53;25;4;24;54;79;409;4;0;2174.99;2.3689999999999998;1530
Dereck Lively II;470.35;71;105;0;0;33;53;62;93;155;48;24;11;32;14;57;35;175;4;0;2022.41;2.628;984
Derrick Jones Jr.;625.3;97;194;30;72;27;31;30;54;84;23;27;32;6;14;53;32;251;0;0;2456.83;1.759;1281
Derrick White;796.38;136;302;82;210;43;50;28;84;112;113;34;23;24;13;52;52;397;1;0;2290.45;2.495;1651
Desmond Bane;480.85;92;212;31;96;31;38;14;88;102;69;40;17;8;15;46;22;246;2;0;1789.43;1.856;1057
Devin Booker;850.49;182;421;59;176;150;166;26;62;88;147;56;26;9;24;56;128;573;3;0;2299.0099999999998;2.758;1773
Devin Vassell;215.94;54;111;22;52;19;21;3;14;17;25;15;10;4;6;20;14;149;0;0;928.84;1.0250000000000001;465
Dillon Brooks;781.61;117;276;51;134;30;36;31;62;93;39;25;16;8;15;83;36;315;0;0;2481.97;1.494;1609
Dillon Jones;176.69;19;55;7;33;5;8;16;26;42;15;8;4;1;3;19;7;50;0;0;2051.07;-0.18300000000000002;363
Domantas Sabonis;824.27;183;294;24;56;88;108;75;218;293;142;75;16;10;18;80;98;478;21;4;2296.76;3.953;1716
Dominick Barlow;10.73;0;1;0;0;1;2;0;0;0;0;0;0;0;0;1;1;1;0;0;222.87;-0.133;26
Donovan Clingan;289.31;40;76;3;9;16;22;54;60;114;5;17;9;37;8;50;24;99;1;0;1763.84;1.791;626
Donovan Mitchell;765.33;204;452;90;219;71;88;14;100;114;105;53;37;8;16;55;84;569;2;0;2455.22;3.3;1632
Donte DiVincenzo;578.65;68;193;49;152;12;16;8;61;69;82;39;29;6;8;37;29;197;0;0;2315.02;1.653;1211
Dorian Finney-Smith;465.65;60;129;38;88;11;18;27;41;68;28;16;15;8;7;50;19;169;0;0;1557.69;1.061;942
Doug McDermott;154.6;22;55;19;47;3;5;1;13;14;3;2;2;1;1;16;2;66;0;0;1875.9;0.5910000000000001;326
Draymond Green;628.81;66;149;30;79;30;49;19;118;137;130;53;23;23;5;74;63;192;2;0;2239.77;1.9989999999999999;1337
Drew Eubanks;271.06;36;62;1;3;17;27;24;56;80;24;16;5;14;6;24;24;90;0;0;2089.28;2.339;594
Drew Peterson;61.84;4;12;4;11;3;4;3;10;13;2;2;2;2;1;5;3;15;0;0;680.13;0.21000000000000002;133
